"","SITE","REGION","REGION_SUB","YEAR","DATE","SI_LATI","SI_LONG","DEPTH","HABITAT","REEF_ZONE","OCEAN","ll_id","long_bin_2.5","lat_bin_2.5","coral_cover"
"3663","TUT-01057","SAMOA","Tutuila",2015,2015-03-02,-14.29523444,-170.5671001,24.25,"RRB","Forereef","PACIFIC",4172,-170.5625,-14.3125,0.66889633112605
"3664","TUT-01060","SAMOA","Tutuila",2015,2015-03-04,-14.29868678,-170.8164448,26.65,"SCR","Forereef","PACIFIC",4173,-170.8125,-14.3125,1.01010100908071
"3665","TUT-01062","SAMOA","Tutuila",2015,2015-03-01,-14.29200682,-170.7732862,4.25,"PAV","Forereef","PACIFIC",4174,-170.770833333333,-14.3125,12.9692832037647
"3666","TUT-01064","SAMOA","Tutuila",2015,2015-02-27,-14.25386187,-170.596067,11.8,"AGR","Forereef","PACIFIC",4175,-170.604166666667,-14.2708333333333,27.6978416746028
"3667","TUT-01065","SAMOA","Tutuila",2015,2015-03-03,-14.24690162,-170.5786517,4.7,"AGR","Forereef","PACIFIC",4176,-170.5625,-14.2291666666667,44.6886445429296
"3668","TUT-01067","SAMOA","Tutuila",2015,2015-03-06,-14.36863393,-170.7627802,13.15,"AGR","Forereef","PACIFIC",4177,-170.770833333333,-14.3541666666667,39.0510948745271
"3669","TUT-01069","SAMOA","Tutuila",2015,2015-03-03,-14.27730655,-170.5383293,21.5,"PAV","Forereef","PACIFIC",4178,-170.520833333333,-14.2708333333333,5.07936507936508
"3670","TUT-01071","SAMOA","Tutuila",2015,2015-03-28,-14.27967737,-170.5486776,4.6,"PAV","Forereef","PACIFIC",4179,-170.5625,-14.2708333333333,4.76190480077745
"3671","TUT-01072","SAMOA","Tutuila",2015,2015-03-27,-14.34344388,-170.7184548,25.3,"AGR","Forereef","PACIFIC",4180,-170.729166666667,-14.3541666666667,6.18556681687746
"3672","TUT-01073","SAMOA","Tutuila",2015,2015-03-27,-14.33630928,-170.7041501,9.55,"PAV","Forereef","PACIFIC",4181,-170.6875,-14.3541666666667,42.3841058546116
"3673","TUT-01075","SAMOA","Tutuila",2015,2015-03-02,-14.31463578,-170.6546107,24.15,"RRB","Forereef","PACIFIC",4182,-170.645833333333,-14.3125,0
"3674","TUT-01077","SAMOA","Tutuila",2015,2015-03-03,-14.27114502,-170.5647221,4.05,"SAG","Forereef","PACIFIC",4183,-170.5625,-14.2708333333333,29.2253519880728
"3675","TUT-01079","SAMOA","Tutuila",2015,2015-03-04,-14.28069745,-170.7316797,10.7,"AGR","Forereef","PACIFIC",4184,-170.729166666667,-14.2708333333333,63.1756756099343
"3676","TUT-01081","SAMOA","Tutuila",2015,2015-02-27,-14.24473406,-170.6617562,26.5,"APR","Forereef","PACIFIC",4185,-170.645833333333,-14.2291666666667,43.1506848435448
"3677","TUT-01088","SAMOA","Tutuila",2015,2015-03-28,-14.27702383,-170.5461749,15.4,"PAV","Forereef","PACIFIC",4186,-170.5625,-14.2708333333333,15.384615259645
"3678","TUT-01090","SAMOA","Tutuila",2015,2015-03-27,-14.35340686,-170.7294308,22,"AGR","Forereef","PACIFIC",4187,-170.729166666667,-14.3541666666667,4.46735381903851
"3679","TUT-01091","SAMOA","Tutuila",2015,2015-03-05,-14.35936564,-170.7837412,14.5,"AGR","Forereef","PACIFIC",4188,-170.770833333333,-14.3541666666667,34.0277777083333
"3680","TUT-01094","SAMOA","Tutuila",2015,2015-03-03,-14.27632151,-170.5760369,13,"AGR","Forereef","PACIFIC",4189,-170.5625,-14.2708333333333,27.6595744975102
"3681","TUT-01095","SAMOA","Tutuila",2015,2015-03-02,-14.2831396,-170.5982061,4.1,"PAV","Forereef","PACIFIC",4190,-170.604166666667,-14.2708333333333,16.7857142382653
"3682","TUT-01096","SAMOA","Tutuila",2015,2015-03-01,-14.2665835,-170.7712204,22.9,"AGR","Forereef","PACIFIC",4191,-170.770833333333,-14.2708333333333,3.40909090909091
"3683","TUT-01098","SAMOA","Tutuila",2015,2015-03-01,-14.29242902,-170.8023886,4.65,"AGR","Forereef","PACIFIC",4192,-170.8125,-14.3125,37.9421221864952
"3684","TUT-01099","SAMOA","Tutuila",2015,2015-02-27,-14.24523437,-170.6712226,12,"RRB","Forereef","PACIFIC",4193,-170.6875,-14.2291666666667,11.7647057331315
"3685","TUT-01100","SAMOA","Tutuila",2015,2015-03-03,-14.2453969,-170.5740322,9.65,"AGR","Forereef","PACIFIC",4194,-170.5625,-14.2291666666667,47.278911525059
"3686","TUT-01102","SAMOA","Tutuila",2015,2015-03-05,-14.36607175,-170.7638888,24.55,"AGR","Forereef","PACIFIC",4195,-170.770833333333,-14.3541666666667,45.1388888541667
"3687","TUT-01103","SAMOA","Tutuila",2015,2015-03-06,-14.36657223,-170.7630362,11.85,"AGR","Forereef","PACIFIC",4196,-170.770833333333,-14.3541666666667,63.1756756236646
"3688","TUT-01106","SAMOA","Tutuila",2015,2015-03-29,-14.27903046,-170.5473913,12.5,"PAV","Forereef","PACIFIC",4197,-170.5625,-14.2708333333333,11.1475408769686
"3689","TUT-01109","SAMOA","Tutuila",2015,2015-03-27,-14.33440089,-170.7012029,9.1,"SAG","Forereef","PACIFIC",4198,-170.6875,-14.3541666666667,40.1384081665689
"3690","TUT-01110","SAMOA","Tutuila",2015,2015-03-06,-14.33655119,-170.7943785,3.75,"AGR","Forereef","PACIFIC",4199,-170.8125,-14.3541666666667,52.6881720430108
"3691","TUT-01111","SAMOA","Tutuila",2015,2015-03-28,-14.2903814,-170.5452216,28.5,"AGR","Forereef","PACIFIC",4200,-170.5625,-14.2708333333333,34.4481602788671
"3692","TUT-01112","SAMOA","Tutuila",2015,2015-03-03,-14.26408871,-170.5618967,12.35,"AGR","Forereef","PACIFIC",4201,-170.5625,-14.2708333333333,29.6296295930498
"3693","TUT-01114","SAMOA","Tutuila",2015,2015-03-01,-14.28939384,-170.7909949,24.5,"AGR","Forereef","PACIFIC",4202,-170.770833333333,-14.2708333333333,3.6184208604246
"3694","TUT-01115","SAMOA","Tutuila",2015,2015-03-04,-14.25808802,-170.7037365,13.75,"AGR","Forereef","PACIFIC",4203,-170.6875,-14.2708333333333,77.6632302862508
"3695","TUT-01117","SAMOA","Tutuila",2015,2015-02-27,-14.2497031,-170.6578363,23.05,"AGR","Forereef","PACIFIC",4204,-170.645833333333,-14.2291666666667,37.4125872636804
"3696","TUT-01124","SAMOA","Tutuila",2015,2015-03-29,-14.2775656,-170.5140659,29.85,"PPR","Forereef","PACIFIC",4205,-170.520833333333,-14.2708333333333,5.08474566791152
"3697","TUT-01126","SAMOA","Tutuila",2015,2015-03-07,-14.33598356,-170.7019888,24.25,"AGR","Forereef","PACIFIC",4206,-170.6875,-14.3541666666667,6.20915007286727
"3698","TUT-01127","SAMOA","Tutuila",2015,2015-02-26,-14.30398255,-170.6862373,15.5,"AGR","Forereef","PACIFIC",4207,-170.6875,-14.3125,4.048582962022
"3699","TUT-01128","SAMOA","Tutuila",2015,2015-03-27,-14.35969672,-170.7817442,4.55,"AGR","Forereef","PACIFIC",4208,-170.770833333333,-14.3541666666667,19.2439862054062
"3700","TUT-01131","SAMOA","Tutuila",2015,2015-02-28,-14.27502039,-170.5752413,3.1,"AGR","Forereef","PACIFIC",4209,-170.5625,-14.2708333333333,28.5234899098464
"3701","TUT-01133","SAMOA","Tutuila",2015,2015-03-04,-14.241373,-170.6788504,9.6,"AGR","Forereef","PACIFIC",4210,-170.6875,-14.2291666666667,54.2372881200804
"3702","TUT-01138","SAMOA","Tutuila",2015,2015-02-17,-14.36384602,-170.7628876,20,"AGR","Forereef","PACIFIC",4211,-170.770833333333,-14.3541666666667,63.2352940659061
"3703","TUT-01139","SAMOA","Tutuila",2015,2015-03-06,-14.36448639,-170.7624339,11.4,"AGR","Forereef","PACIFIC",4212,-170.770833333333,-14.3541666666667,55.0877191448199
"3704","TUT-01141","SAMOA","Tutuila",2015,2015-03-29,-14.28530842,-170.5376673,22.4,"PAV","Forereef","PACIFIC",4213,-170.520833333333,-14.2708333333333,1.01351341284697
"3705","TUT-01142","SAMOA","Tutuila",2015,2015-03-28,-14.27612051,-170.5483165,16.25,"PAV","Forereef","PACIFIC",4214,-170.5625,-14.2708333333333,3.03030283746556
"3706","TUT-01144","SAMOA","Tutuila",2015,2015-03-12,-14.34407269,-170.719443,11.55,"SAG","Forereef","PACIFIC",4215,-170.729166666667,-14.3541666666667,13.3574005824395
"3707","TUT-01145","SAMOA","Tutuila",2015,2015-03-05,-14.35573485,-170.7865339,5.3,"AGR","Forereef","PACIFIC",4216,-170.770833333333,-14.3541666666667,22.7891155102041
"3708","TUT-01147","SAMOA","Tutuila",2015,2015-02-28,-14.30030088,-170.576797,15.85,"PAV","Forereef","PACIFIC",4217,-170.5625,-14.3125,3.89610376146905
"3709","TUT-01149","SAMOA","Tutuila",2015,2015-03-01,-14.30564518,-170.8285034,23.1,"RRB","Forereef","PACIFIC",4218,-170.8125,-14.3125,0.323624550339858
"3710","TUT-01152","SAMOA","Tutuila",2015,2015-03-03,-14.24946313,-170.5619028,25.45,"AGR","Forereef","PACIFIC",4219,-170.5625,-14.2291666666667,20.8178438072995
"3711","TUT-01153","SAMOA","Tutuila",2015,2015-02-27,-14.24649401,-170.6221015,12.25,"AGR","Forereef","PACIFIC",4220,-170.604166666667,-14.2291666666667,29.6428571891582
"3712","TUT-01154","SAMOA","Tutuila",2015,2015-02-27,-14.25285554,-170.6456568,5.8,"AGR","Forereef","PACIFIC",4221,-170.645833333333,-14.2708333333333,59.7269624227423
"3713","TUT-01157","SAMOA","Tutuila",2015,2015-02-17,-14.36478244,-170.7616231,4.5,"AGR","Forereef","PACIFIC",4222,-170.770833333333,-14.3541666666667,38.8714731761972
"3714","TUT-01159","SAMOA","Tutuila",2015,2015-03-29,-14.27731728,-170.5477759,13.45,"PAV","Forereef","PACIFIC",4223,-170.5625,-14.2708333333333,6.64335651975647
"3715","TUT-01162","SAMOA","Tutuila",2015,2015-03-05,-14.33549238,-170.8060469,5.15,"AGR","Forereef","PACIFIC",4224,-170.8125,-14.3541666666667,38.5964911985226
"3716","TUT-01169","SAMOA","Tutuila",2015,2015-03-03,-14.2551422,-170.5579941,13.35,"AGR","Forereef","PACIFIC",4225,-170.5625,-14.2708333333333,10.702341088131
"3717","TUT-01171","SAMOA","Tutuila",2015,2015-02-17,-14.36350428,-170.7674335,21.35,"AGR","Forereef","PACIFIC",4226,-170.770833333333,-14.3541666666667,7.84982920232035
"3718","TUT-01172","SAMOA","Tutuila",2015,2015-02-17,-14.36282594,-170.7643508,10.3,"AGR","Forereef","PACIFIC",4227,-170.770833333333,-14.3541666666667,37.1794871821992
"3719","TUT-01175","SAMOA","Tutuila",2015,2015-03-28,-14.27911093,-170.5445941,17.25,"PAV","Forereef","PACIFIC",4228,-170.5625,-14.2708333333333,19.1919191919192
"3720","TUT-01176","SAMOA","Tutuila",2015,2015-03-05,-14.35709565,-170.8267301,25.3,"AGR","Forereef","PACIFIC",4229,-170.8125,-14.3541666666667,65.7807308494498
"3721","TUT-01182","SAMOA","Tutuila",2015,2015-03-04,-14.25535066,-170.7299018,23.65,"AGR","Forereef","PACIFIC",4230,-170.729166666667,-14.2708333333333,1.77935946745862
"3722","TUT-01184","SAMOA","Tutuila",2015,2015-03-03,-14.24599771,-170.5718164,17.7,"APS","Forereef","PACIFIC",4231,-170.5625,-14.2291666666667,24.9158246923103
"3723","TUT-01187","SAMOA","Tutuila",2015,2015-03-05,-14.36323321,-170.7669667,21.75,"AGR","Forereef","PACIFIC",4232,-170.770833333333,-14.3541666666667,10.9540634899924
"3724","TUT-01188","SAMOA","Tutuila",2015,2015-03-06,-14.36477976,-170.7625032,11.15,"AGR","Forereef","PACIFIC",4233,-170.770833333333,-14.3541666666667,48.2014388116557
"3725","TUT-01189","SAMOA","Tutuila",2015,2015-02-17,-14.36227474,-170.7641913,3.45,"AGR","Forereef","PACIFIC",4234,-170.770833333333,-14.3541666666667,17.3010379990661
"3726","TUT-01193","SAMOA","Tutuila",2015,2015-03-27,-14.35654563,-170.730966,17,"PAV","Forereef","PACIFIC",4235,-170.729166666667,-14.3541666666667,18.9830507230106
"3727","TUT-01194","SAMOA","Tutuila",2015,2015-02-26,-14.34320432,-170.7207727,5.2,"APS","Forereef","PACIFIC",4236,-170.729166666667,-14.3541666666667,2.71186434266016
"3728","TUT-01195","SAMOA","Tutuila",2015,2015-03-12,-14.29385159,-170.6573359,20.2,"AGR","Forereef","PACIFIC",4237,-170.645833333333,-14.3125,14.5907474752979
"3729","TUT-01196","SAMOA","Tutuila",2015,2015-02-28,-14.30415303,-170.5976748,15.75,"PPR","Forereef","PACIFIC",4238,-170.604166666667,-14.3125,3.36700333673435
"3730","TUT-01198","SAMOA","Tutuila",2015,2015-03-01,-14.28139633,-170.8095113,25,"RRB","Forereef","PACIFIC",4239,-170.8125,-14.2708333333333,6.75675678825785
"3731","TUT-01199","SAMOA","Tutuila",2015,2015-03-04,-14.28694172,-170.7614947,9.25,"AGR","Forereef","PACIFIC",4240,-170.770833333333,-14.2708333333333,46.4539007446809
"3732","TUT-01204","SAMOA","Tutuila",2015,2015-03-07,-14.36893685,-170.7621742,11.1,"AGR","Forereef","PACIFIC",4241,-170.770833333333,-14.3541666666667,38.2142856565051
"3733","TUT-01205","SAMOA","Tutuila",2015,2015-03-06,-14.37203245,-170.7610908,4.9,"ROB","Forereef","PACIFIC",4242,-170.770833333333,-14.3541666666667,18.9003434753132
"3734","TUT-01206","SAMOA","Tutuila",2015,2015-03-28,-14.27962608,-170.5148891,31.2,"RRB","Forereef","PACIFIC",4243,-170.520833333333,-14.2708333333333,7.53424654367611
"3735","TUT-01207","SAMOA","Tutuila",2015,2015-03-28,-14.28520977,-170.5454785,9.75,"PAV","Forereef","PACIFIC",4244,-170.5625,-14.2708333333333,7.22021654472233
"3736","TUT-01208","SAMOA","Tutuila",2015,2015-03-06,-14.37294926,-170.7743201,24.7,"AGR","Forereef","PACIFIC",4245,-170.770833333333,-14.3541666666667,33.5640137729074
"3737","TUT-01209","SAMOA","Tutuila",2015,2015-03-30,-14.34746283,-170.7212469,13.35,"AGR","Forereef","PACIFIC",4246,-170.729166666667,-14.3541666666667,12.8205127120316
"3738","TUT-01211","SAMOA","Tutuila",2015,2015-03-02,-14.28010259,-170.6211612,24.35,"AGR","Forereef","PACIFIC",4247,-170.604166666667,-14.2708333333333,13.8047134072374
"3739","TUT-01212","SAMOA","Tutuila",2015,2015-03-02,-14.27405924,-170.6147147,3.9,"AGR","Forereef","PACIFIC",4248,-170.604166666667,-14.2708333333333,44.4827584728775
"3740","TUT-01214","SAMOA","Tutuila",2015,2015-03-04,-14.28867191,-170.7580031,26.15,"RRB","Forereef","PACIFIC",4249,-170.770833333333,-14.2708333333333,1.6666666
"3741","TUT-01221","SAMOA","Tutuila",2015,2015-03-28,-14.28243703,-170.5454776,11.8,"PAV","Forereef","PACIFIC",4250,-170.5625,-14.2708333333333,4.74576274254525
"3742","TUT-01223","SAMOA","Tutuila",2015,2015-02-26,-14.35885627,-170.7342203,13.85,"AGR","Forereef","PACIFIC",4251,-170.729166666667,-14.3541666666667,26.5232975773693
"3743","TUT-01226","SAMOA","Tutuila",2015,2015-02-28,-14.28648759,-170.6007027,15.2,"PAV","Forereef","PACIFIC",4252,-170.604166666667,-14.2708333333333,20.1365186350453
"3744","TUT-01227","SAMOA","Tutuila",2015,2015-02-28,-14.27269617,-170.6128072,6.2,"AGR","Forereef","PACIFIC",4253,-170.604166666667,-14.2708333333333,32.7586206432818
"3745","TUT-01228","SAMOA","Tutuila",2015,2015-03-04,-14.22775375,-170.6999441,27.85,"PAV","Forereef","PACIFIC",4254,-170.6875,-14.2291666666667,1.5037593620329
"3746","TUT-01234","SAMOA","Tutuila",2015,2015-03-29,-14.28213688,-170.5362991,23.85,"PAV","Forereef","PACIFIC",4255,-170.520833333333,-14.2708333333333,2.34899325818657
"3747","TUT-01239","SAMOA","Tutuila",2015,2015-03-12,-14.28362626,-170.628506,21.1,"AGR","Forereef","PACIFIC",4256,-170.645833333333,-14.2708333333333,16.1512028532965
"3748","TUT-01240","SAMOA","Tutuila",2015,2015-03-02,-14.28007015,-170.5895138,10.4,"AGR","Forereef","PACIFIC",4257,-170.604166666667,-14.2708333333333,17.6258993461777
"3749","TUT-01246","SAMOA","Tutuila",2015,2015-03-07,-14.36241698,-170.7657502,11.35,"AGR","Forereef","PACIFIC",4258,-170.770833333333,-14.3541666666667,61.4583333333333
"3750","TUT-01250","SAMOA","Tutuila",2015,2015-03-05,-14.33824391,-170.8039507,23.65,"AGR","Forereef","PACIFIC",4259,-170.8125,-14.3541666666667,26.3888887008102
"3751","TUT-01257","SAMOA","Tutuila",2015,2015-03-01,-14.29101725,-170.776173,13.2,"AGR","Forereef","PACIFIC",4260,-170.770833333333,-14.2708333333333,53.1468530955059
"3752","TUT-01261","SAMOA","Tutuila",2015,2015-02-17,-14.36471061,-170.7608348,2.6,"AGR","Forereef","PACIFIC",4261,-170.770833333333,-14.3541666666667,46.4539005813339
"3753","TUT-01265","SAMOA","Tutuila",2015,2015-03-27,-14.3604946,-170.7483454,8.95,"AGR","Forereef","PACIFIC",4262,-170.729166666667,-14.3541666666667,32.7814567558221
"3754","TUT-01266","SAMOA","Tutuila",2015,2015-03-12,-14.35502825,-170.7311984,4.5,"PAV","Forereef","PACIFIC",4263,-170.729166666667,-14.3541666666667,5.53359694532019
"3755","TUT-01269","SAMOA","Tutuila",2015,2015-03-02,-14.27805807,-170.607538,4.7,"AGR","Forereef","PACIFIC",4264,-170.604166666667,-14.2708333333333,54.1666665711806
"3756","TUT-01273","SAMOA","Tutuila",2015,2015-03-06,-14.37168578,-170.7620383,21.75,"AGR","Forereef","PACIFIC",4265,-170.770833333333,-14.3541666666667,44.827586156956
"3757","TUT-01279","SAMOA","Tutuila",2015,2015-03-27,-14.32719422,-170.6943008,12.7,"AGR","Forereef","PACIFIC",4266,-170.6875,-14.3125,10.6896551453032
"3758","TUT-01280","SAMOA","Tutuila",2015,2015-03-27,-14.36132323,-170.777978,4,"AGR","Forereef","PACIFIC",4267,-170.770833333333,-14.3541666666667,15.4882156020814
"3759","TUT-01282","SAMOA","Tutuila",2015,2015-03-02,-14.29955615,-170.6194047,15,"AGR","Forereef","PACIFIC",4268,-170.604166666667,-14.3125,30.7958475806085
"3760","TUT-01287","SAMOA","Tutuila",2015,2015-03-06,-14.36462796,-170.7681764,23.35,"RRB","Forereef","PACIFIC",4269,-170.770833333333,-14.3541666666667,15.7190635222649
"3761","TUT-01292","SAMOA","Tutuila",2015,2015-03-27,-14.30187777,-170.6820773,22.75,"AGR","Forereef","PACIFIC",4270,-170.6875,-14.3125,39.7260274042972
"3762","TUT-01293","SAMOA","Tutuila",2015,2015-03-05,-14.36214541,-170.779542,13.65,"AGR","Forereef","PACIFIC",4271,-170.770833333333,-14.3541666666667,44.5993030972817
"3763","TUT-01296","SAMOA","Tutuila",2015,2015-03-02,-14.28812457,-170.6419,10.5,"AGR","Forereef","PACIFIC",4272,-170.645833333333,-14.2708333333333,7.91366903447027
"3764","TUT-01300","SAMOA","Tutuila",2015,2015-02-17,-14.37214326,-170.761569,7.45,"AGR","Forereef","PACIFIC",4273,-170.770833333333,-14.3541666666667,27.3972604104898
"3765","TUT-01309","SAMOA","Tutuila",2015,2015-03-12,-14.29817397,-170.6745312,3.25,"AGR","Forereef","PACIFIC",4274,-170.6875,-14.3125,40.5693948563215
"3766","TUT-01316","SAMOA","Tutuila",2015,2015-03-06,-14.33259032,-170.8257101,23.15,"AGR","Forereef","PACIFIC",4275,-170.8125,-14.3125,12.4137930085612
"3767","TUT-01324","SAMOA","Tutuila",2015,2015-02-17,-14.3705683,-170.7625815,14.5,"AGR","Forereef","PACIFIC",4276,-170.770833333333,-14.3541666666667,42.5373134010916
"3768","TUT-01327","SAMOA","Tutuila",2015,2015-03-05,-14.34035305,-170.7909196,11.75,"AGR","Forereef","PACIFIC",4277,-170.770833333333,-14.3541666666667,64.1379310045184
"3769","TUT-01328","SAMOA","Tutuila",2015,2015-03-12,-14.30045779,-170.6198408,20.7,"AGR","Forereef","PACIFIC",4278,-170.604166666667,-14.3125,27.6450511110205
"3770","TUT-01333","SAMOA","Tutuila",2015,2015-03-28,-14.276132,-170.5104348,25.45,"PAV","Forereef","PACIFIC",4279,-170.520833333333,-14.2708333333333,10.774410717954
"3771","TUT-01335","SAMOA","Tutuila",2015,2015-03-27,-14.32027152,-170.6961213,10.7,"AGR","Forereef","PACIFIC",4280,-170.6875,-14.3125,8.04195797483985
"3772","TUT-01337","SAMOA","Tutuila",2015,2015-02-28,-14.27946037,-170.6087145,12.5,"AGR","Forereef","PACIFIC",4281,-170.604166666667,-14.2708333333333,29.0209788122891
"3773","TUT-01345","SAMOA","Tutuila",2015,2015-02-28,-14.26961079,-170.5632731,7,"AGR","Forereef","PACIFIC",4282,-170.5625,-14.2708333333333,25.1655629166265
"3774","TUT-01349","SAMOA","Tutuila",2015,2015-02-28,-14.27493883,-170.5390604,21.75,"PAV","Forereef","PACIFIC",4283,-170.520833333333,-14.2708333333333,6.08108098383857
"3775","TUT-01355","SAMOA","Tutuila",2015,2015-03-05,-14.36567302,-170.7684929,9.4,"AGR","Forereef","PACIFIC",4284,-170.770833333333,-14.3541666666667,19.8051947519291
"3776","TUT-01356","SAMOA","Tutuila",2015,2015-03-03,-14.27895259,-170.535355,26.4,"PAV","Forereef","PACIFIC",4285,-170.520833333333,-14.2708333333333,1.68918922411432
"3777","TUT-01362","SAMOA","Tutuila",2015,2015-03-03,-14.28297515,-170.5391197,22.15,"PAV","Forereef","PACIFIC",4286,-170.520833333333,-14.2708333333333,8.10810802045289
"3778","TUT-01368","SAMOA","Tutuila",2015,2015-02-28,-14.28050995,-170.5427711,19.5,"RRB","Forereef","PACIFIC",4287,-170.5625,-14.2708333333333,3.1358883961199
"3779","TUT-01370","SAMOA","Tutuila",2015,2015-03-07,-14.32211311,-170.6665134,24.7,"AGR","Forereef","PACIFIC",4288,-170.645833333333,-14.3125,1.37457051546392
"3780","TUT-01371","SAMOA","Tutuila",2015,2015-03-07,-14.30714177,-170.6415165,13.45,"AGR","Forereef","PACIFIC",4289,-170.645833333333,-14.3125,0.671140872708437
"3781","TUT-01376","SAMOA","Tutuila",2015,2015-03-30,-14.30618883,-170.6418409,16.55,"PAV","Forereef","PACIFIC",4290,-170.645833333333,-14.3125,0
"3782","TUT-01379","SAMOA","Tutuila",2015,2015-03-06,-14.32688727,-170.8327293,14.1,"AGR","Forereef","PACIFIC",4291,-170.8125,-14.3125,24.9180326202634
"3783","TUT-01382","SAMOA","Tutuila",2015,2015-03-06,-14.36319566,-170.7677502,15.2,"AGR","Forereef","PACIFIC",4292,-170.770833333333,-14.3541666666667,26.3888887767651
"3784","TUT-01391","SAMOA","Tutuila",2015,2015-03-28,-14.27325441,-170.5050989,22.6,"PAV","Forereef","PACIFIC",4293,-170.520833333333,-14.2708333333333,1.15384604068047
"3785","TUT-01392","SAMOA","Tutuila",2015,2015-03-27,-14.36795876,-170.7535383,15,"AGR","Forereef","PACIFIC",4294,-170.770833333333,-14.3541666666667,43.706293638442
"3786","TUT-01396","SAMOA","Tutuila",2015,2015-02-26,-14.32337911,-170.6718104,15.65,"RRB","Forereef","PACIFIC",4295,-170.6875,-14.3125,1.45985397863498
"3787","TUT-01410","SAMOA","Tutuila",2015,2015-03-29,-14.27457112,-170.5062851,26,"PAV","Forereef","PACIFIC",4296,-170.520833333333,-14.2708333333333,0.746268582368011
"3788","TUT-01412","SAMOA","Tutuila",2015,2015-03-30,-14.36352801,-170.7628401,12,"AGR","Forereef","PACIFIC",4297,-170.770833333333,-14.3541666666667,50.1792113442787
"3789","TUT-01418","SAMOA","Tutuila",2015,2015-03-07,-14.36330547,-170.7633607,9.4,"AGR","Forereef","PACIFIC",4298,-170.770833333333,-14.3541666666667,52.4647885544411
"3790","TUT-01420","SAMOA","Tutuila",2015,2015-03-02,-14.29338782,-170.6552128,12.25,"AGR","Forereef","PACIFIC",4299,-170.645833333333,-14.3125,10.1045294601124
"3791","TUT-01435","SAMOA","Tutuila",2015,2015-03-07,-14.36509525,-170.7633883,12.95,"AGR","Forereef","PACIFIC",4300,-170.770833333333,-14.3541666666667,37.4999999476351
"3792","USVI-1","USVI","STTSTJ",2013,2013-07-13,18.30996,-64.85375,9.906,"AGRF",NA,"CARIB",393,-64.8541666666667,18.3125,18
"3793","USVI-10","USVI","STTSTJ",2013,2013-07-11,18.30795,-64.82772,4.572,"BDRK",NA,"CARIB",402,-64.8125,18.3125,1
"3794","USVI-100","USVI","STTSTJ",2013,2013-07-12,18.33973,-64.66248,3.6576,"BDRK",NA,"CARIB",492,-64.6458333333333,18.3541666666667,3
"3795","USVI-101","USVI","STTSTJ",2013,2013-07-12,18.34336,-64.66063,5.334,"BDRK",NA,"CARIB",493,-64.6458333333333,18.3541666666667,7
"3796","USVI-102","USVI","STTSTJ",2013,2013-07-13,18.3582,-64.76864,7.0104,"PVMT",NA,"CARIB",494,-64.7708333333333,18.3541666666667,1
"3797","USVI-103","USVI","STTSTJ",2013,2013-07-10,18.35832,-64.75539,6.096,"PVMT",NA,"CARIB",495,-64.7708333333333,18.3541666666667,0
"3798","USVI-104","USVI","STTSTJ",2013,2013-07-10,18.35952,-64.77244,6.5532,"PVMT",NA,"CARIB",496,-64.7708333333333,18.3541666666667,0
"3799","USVI-105","USVI","STTSTJ",2013,2013-07-09,18.35997,-64.77244,5.7912,"PVMT",NA,"CARIB",497,-64.7708333333333,18.3541666666667,0
"3800","USVI-106","USVI","STTSTJ",2013,2013-07-09,18.36086,-64.77435,2.286,"PVMT",NA,"CARIB",498,-64.7708333333333,18.3541666666667,0
"3801","USVI-107","USVI","STTSTJ",2013,2013-07-11,18.36131,-64.77387,1.8288,"PVMT",NA,"CARIB",499,-64.7708333333333,18.3541666666667,0
"3802","USVI-108","USVI","STTSTJ",2013,2013-07-11,18.36369,-64.7616,7.0104,"PVMT",NA,"CARIB",500,-64.7708333333333,18.3541666666667,2.02020202020202
"3803","USVI-109","USVI","STTSTJ",2013,2013-07-11,18.36403,-64.7739,8.8392,"PVMT",NA,"CARIB",501,-64.7708333333333,18.3541666666667,3
"3804","USVI-11","USVI","STTSTJ",2013,2013-07-12,18.31413,-64.84339,3.048,"BDRK",NA,"CARIB",403,-64.8541666666667,18.3125,3.96039603960396
"3805","USVI-110","USVI","STTSTJ",2013,2013-07-13,18.36866,-64.76118,10.5156,"PVMT",NA,"CARIB",502,-64.7708333333333,18.3541666666667,2.02020202020202
"3806","USVI-111","USVI","STTSTJ",2013,2013-07-11,18.33541,-64.69177,11.5824,"PVMT",NA,"CARIB",503,-64.6875,18.3541666666667,1.75438596491228
"3807","USVI-112","USVI","STTSTJ",2013,2013-07-11,18.33858,-64.69038,10.0584,"PVMT",NA,"CARIB",504,-64.6875,18.3541666666667,4.04040404040404
"3808","USVI-113","USVI","STTSTJ",2013,2013-07-11,18.34403,-64.68713,3.6576,"PVMT",NA,"CARIB",505,-64.6875,18.3541666666667,1.01010101010101
"3809","USVI-114","USVI","STTSTJ",2013,2013-07-15,18.33216,-64.80054,7.3152,"PVMT",NA,"CARIB",506,-64.8125,18.3125,2.02020202020202
"3810","USVI-115","USVI","STTSTJ",2013,2013-07-12,18.33748,-64.66152,7.62,"PVMT",NA,"CARIB",507,-64.6458333333333,18.3541666666667,5
"3811","USVI-116","USVI","STTSTJ",2013,2013-07-08,18.34093,-64.68095,10.0584,"PVMT",NA,"CARIB",508,-64.6875,18.3541666666667,17.1717171717172
